content_hash_id,cluster,cluster_name,value_proxy,growth_probability,ever_optimized,reason_code,priority_score
content_a2bc04ce72550638,2,Fresh & Well-Linked,0.0,0.4555619325944565,0,never optimized,0.4418546121429686
content_b419d1deb69105da,2,Fresh & Well-Linked,0.0,0.4555619325944565,0,never optimized,0.4418546121429686
content_10b320abf222c9ac,2,Fresh & Well-Linked,0.0,0.4555619325944565,0,never optimized,0.4418546121429686
content_6d3085a62904e85c,2,Fresh & Well-Linked,0.0,0.4555619325944565,0,never optimized,0.4418546121429686
content_dc0fdc7c507ff49b,2,Fresh & Well-Linked,0.0,0.4555619325944565,0,never optimized,0.4418546121429686
content_38b0d0a67bb5a274,2,Fresh & Well-Linked,0.0,0.4555619325944565,0,never optimized,0.4418546121429686
content_b327db1cdbf78dc8,2,Fresh & Well-Linked,0.0,0.4555619325944565,0,never optimized,0.4418546121429686
content_462e21173c5f8f79,2,Fresh & Well-Linked,0.0,0.4555619325944565,0,never optimized,0.4418546121429686
content_c470a00640222091,2,Fresh & Well-Linked,0.0,0.4555619325944565,0,never optimized,0.4418546121429686
content_bd9e789cca0b5f9e,2,Fresh & Well-Linked,0.0,0.4555619325944565,0,never optimized,0.4418546121429686
content_3b0b18515a676431,2,Fresh & Well-Linked,0.0,0.4555619325944565,0,never optimized,0.4418546121429686
content_750a4a7c6f8179d0,2,Fresh & Well-Linked,0.0,0.4555619325944565,0,never optimized,0.4418546121429686
content_8dc7b54e568a07c6,2,Fresh & Well-Linked,0.0,0.4555619325944565,0,never optimized,0.4418546121429686
content_ec4a30e754b6fa1c,2,Fresh & Well-Linked,0.0,0.4555619325944565,0,never optimized,0.4418546121429686
content_974d827977dae9b6,2,Fresh & Well-Linked,0.0,0.4555619325944565,0,never optimized,0.4418546121429686
content_5bf14e8481446828,2,Fresh & Well-Linked,0.0,0.4555619325944565,0,never optimized,0.4418546121429686
content_4a4aaf12918aa131,2,Fresh & Well-Linked,0.0,0.4555619325944565,0,never optimized,0.4418546121429686
content_57ebb311d8e0ae33,0,Actively Maintained,0.0,0.44183607622935595,1,bottom-quartile predicted growth,0.4418504043126684
content_714b87e131ae4f6e,1,Long-form Neglected,0.0,0.5618249946950956,0,never optimized,0.441845625347842
content_c3f56344aa74b3fc,0,Actively Maintained,0.0,0.44184434594288136,1,bottom-quartile predicted growth,0.4418423180592992
content_4a1e4558893cfb77,1,Long-form Neglected,0.0,0.5618604151095093,0,never optimized,0.44183123188823004
content_06ff15c9d74a3d59,1,Long-form Neglected,0.0,0.5618604151095093,0,never optimized,0.44183123188823004
